GEOID,County,S1901_C01_001E,S1901_C01_002E,S1901_C01_003E,S1901_C01_004E,S1901_C01_005E,S1901_C01_006E,S1901_C01_007E,S1901_C01_008E,S1901_C01_009E,S1901_C01_010E,S1901_C01_011E,Median_Household_Income,S1901_C01_013E,S1901_C01_014E,S1901_C01_015E,S1901_C01_016E
0500000US30027,"Fergus County, Montana",4912,8.0,6.3,6.7,14.6,13.8,22.2,9.8,11.9,2.9,3.8,50540,67775,47.6,(X),(X)
0500000US30029,"Flathead County, Montana",38773,4.4,5.0,9.3,11.4,14.9,19.8,12.9,12.8,5.0,4.6,56182,76591,29.9,(X),(X)
0500000US30031,"Gallatin County, Montana",43777,5.7,3.6,7.3,8.3,12.2,18.7,13.7,17.4,6.4,6.8,66397,90411,33.0,(X),(X)
0500000US30033,"Garfield County, Montana",438,3.2,9.1,15.1,9.6,20.8,14.4,9.1,11.2,6.4,1.1,42000,65237,79.5,(X),(X)
0500000US30035,"Glacier County, Montana",4163,9.9,15.3,12.0,11.1,18.6,13.8,6.8,7.6,2.3,2.6,36045,49602,33.4,(X),(X)
0500000US30037,"Golden Valley County, Montana",351,8.8,9.4,11.4,12.5,12.0,21.1,11.1,6.8,0.6,6.3,43875,62931,43.9,(X),(X)
0500000US30039,"Granite County, Montana",1308,5.0,4.1,9.8,14.5,16.7,23.6,10.3,10.1,0.9,4.9,49881,74718,35.3,(X),(X)
0500000US30041,"Hill County, Montana",6369,7.7,6.9,13.2,12.0,10.8,18.2,13.6,13.0,3.0,1.8,49321,59986,37.4,(X),(X)
0500000US30043,"Jefferson County, Montana",4484,3.7,2.5,9.7,7.9,11.3,18.4,17.0,17.3,8.3,3.8,69646,83162,27.6,(X),(X)
0500000US30045,"Judith Basin County, Montana",906,7.9,7.5,8.2,16.6,13.8,21.4,11.7,7.1,2.2,3.6,43661,61197,59.6,(X),(X)
0500000US30047,"Lake County, Montana",11802,7.8,5.8,11.6,13.3,12.8,19.7,11.0,11.4,3.2,3.4,48829,63517,37.1,(X),(X)
0500000US30049,"Lewis and Clark County, Montana",27893,4.3,4.3,7.9,9.4,12.5,18.2,14.8,17.3,7.3,4.1,65791,81455,28.5,(X),(X)
0500000US30051,"Liberty County, Montana",895,6.5,4.2,10.9,9.9,23.9,17.0,15.1,4.4,1.3,6.7,44875,84727,53.6,(X),(X)
0500000US30053,"Lincoln County, Montana",8122,7.3,6.5,18.0,11.8,16.4,14.6,10.7,9.9,2.7,2.1,40140,58054,34.6,(X),(X)
0500000US30055,"McCone County, Montana",723,5.5,5.4,7.1,14.9,17.8,17.3,18.1,7.5,1.1,5.3,49701,68249,52.6,(X),(X)
0500000US30057,"Madison County, Montana",3570,3.4,4.5,11.3,12.7,13.7,20.6,14.7,13.1,1.3,4.6,54107,71087,28.9,(X),(X)
0500000US30059,"Meagher County, Montana",702,4.0,9.7,6.4,14.4,21.1,17.1,10.0,11.8,4.8,0.7,46607,59768,29.6,(X),(X)
0500000US30061,"Mineral County, Montana",1786,8.6,9.5,11.5,13.5,16.4,19.7,13.2,4.5,2.1,1.0,41705,53168,28.5,(X),(X)
0500000US30063,"Missoula County, Montana",49313,7.0,5.4,10.5,9.1,14.6,19.0,12.8,12.0,5.4,4.3,54062,74060,29.1,(X),(X)
0500000US30065,"Musselshell County, Montana",2181,6.9,4.0,14.6,17.1,12.9,20.5,8.0,11.9,1.7,2.2,43274,55725,37.3,(X),(X)
0500000US30067,"Park County, Montana",7782,7.2,4.5,7.4,14.3,14.3,17.9,14.1,12.7,3.7,3.8,53068,73960,43.1,(X),(X)
0500000US30069,"Petroleum County, Montana",204,1.0,6.9,11.3,18.6,11.8,9.8,18.1,18.1,1.5,2.9,51250,69975,71.6,(X),(X)
0500000US30071,"Phillips County, Montana",1710,5.3,8.1,10.6,14.5,17.8,20.9,9.8,6.4,3.6,3.0,46212,59382,34.7,(X),(X)
0500000US30073,"Pondera County, Montana",2103,6.0,5.4,9.7,10.6,17.5,16.2,15.6,11.9,4.6,2.4,51151,68355,44.8,(X),(X)
0500000US30075,"Powder River County, Montana",737,3.8,4.2,10.7,12.5,14.1,24.8,8.0,12.3,7.5,2.0,54427,68431,40.4,(X),(X)
0500000US30077,"Powell County, Montana",2426,4.5,8.5,10.6,6.9,14.8,23.5,12.7,13.2,1.4,3.8,54667,65914,33.5,(X),(X)
0500000US30079,"Prairie County, Montana",518,5.0,3.9,13.9,19.1,13.5,17.6,10.2,10.2,4.1,2.5,43625,64764,42.9,(X),(X)
0500000US30081,"Ravalli County, Montana",17354,6.7,3.9,11.6,11.4,13.4,20.3,12.6,12.1,4.3,3.6,53054,70220,35.5,(X),(X)
0500000US30083,"Richland County, Montana",4535,4.7,4.5,6.7,10.1,9.9,21.3,14.8,19.8,4.9,3.3,67205,79719,41.7,(X),(X)
0500000US30085,"Roosevelt County, Montana",3150,12.3,9.4,10.5,9.8,14.3,15.7,9.4,11.5,5.6,1.4,43194,57792,45.7,(X),(X)
0500000US30087,"Rosebud County, Montana",3166,7.9,6.9,7.1,10.7,11.4,17.7,17.5,13.0,4.9,2.9,57992,68763,60.4,(X),(X)
0500000US30089,"Sanders County, Montana",5036,7.2,8.0,16.7,11.6,17.3,17.1,9.6,7.4,1.9,3.1,40823,56419,34.7,(X),(X)
0500000US30091,"Sheridan County, Montana",1639,4.9,4.8,10.3,12.2,12.9,17.7,12.7,16.2,3.5,4.8,55521,76853,35.0,(X),(X)
0500000US30093,"Silver Bow County, Montana",14960,10.2,7.1,10.6,11.8,14.3,16.8,11.2,11.8,3.4,2.9,45718,62015,31.8,(X),(X)
0500000US30095,"Stillwater County, Montana",3761,3.1,2.1,8.4,9.9,13.0,20.2,13.7,20.6,5.6,3.5,64645,79373,42.0,(X),(X)
0500000US30097,"Sweet Grass County, Montana",1566,3.5,2.7,13.4,10.5,20.1,16.3,14.6,12.6,3.9,2.3,49886,67334,39.9,(X),(X)
0500000US30099,"Teton County, Montana",2464,3.7,5.2,9.8,12.1,15.3,24.1,9.9,12.3,4.7,2.9,55000,68537,35.7,(X),(X)
0500000US30101,"Toole County, Montana",1867,5.7,4.7,13.0,11.7,14.5,22.9,11.5,9.6,4.1,2.4,50721,68818,42.6,(X),(X)
0500000US30103,"Treasure County, Montana",351,15.4,1.4,9.1,14.8,17.4,20.5,6.3,8.5,2.6,4.0,43047,58435,49.6,(X),(X)
0500000US30105,"Valley County, Montana",3386,6.0,5.2,12.6,9.5,13.8,17.0,18.6,13.1,2.3,1.9,53162,63373,37.7,(X),(X)
0500000US30107,"Wheatland County, Montana",792,7.7,6.8,16.8,11.2,16.7,15.8,13.3,7.1,3.0,1.6,39655,54148,65.5,(X),(X)
0500000US30109,"Wibaux County, Montana",498,4.4,0.6,10.0,12.0,18.3,18.5,15.7,20.1,0.4,0.0,53958,61871,26.5,(X),(X)
0500000US30111,"Yellowstone County, Montana",66385,4.6,3.9,9.9,9.2,13.1,19.8,13.6,14.7,5.9,5.3,61264,81783,33.0,(X),(X)
0500000US31001,"Adams County, Nebraska",12712,6.5,3.9,10.6,12.4,14.2,18.1,13.2,14.4,3.7,3.0,53023,69884,37.4,(X),(X)
0500000US31003,"Antelope County, Nebraska",2714,7.4,5.6,8.3,10.8,18.1,21.2,13.3,11.3,1.8,2.3,49912,61503,35.4,(X),(X)
0500000US31005,"Arthur County, Nebraska",197,4.1,7.6,19.3,6.6,21.8,20.8,6.6,6.6,3.6,3.0,42813,60130,44.2,(X),(X)
0500000US31007,"Banner County, Nebraska",283,11.3,1.1,10.2,5.3,18.4,26.9,11.0,11.0,1.4,3.5,51750,67962,47.3,(X),(X)
0500000US31009,"Blaine County, Nebraska",213,2.8,3.3,10.3,11.3,20.7,34.3,9.4,2.8,5.2,0.0,51094,56038,35.2,(X),(X)
0500000US31011,"Boone County, Nebraska",2311,4.4,3.8,7.7,8.4,20.8,18.8,13.8,12.9,4.4,5.1,54979,76617,41.5,(X),(X)
0500000US31013,"Box Butte County, Nebraska",4743,4.1,5.6,8.2,13.4,16.5,17.2,16.0,13.7,4.1,1.3,54004,65792,33.7,(X),(X)
0500000US31015,"Boyd County, Nebraska",904,5.8,6.3,12.7,11.0,16.0,19.6,12.3,10.6,3.7,2.1,47778,65047,47.0,(X),(X)
0500000US31017,"Brown County, Nebraska",1387,4.8,4.5,17.2,13.3,15.1,18.5,10.1,11.0,3.2,2.2,43098,65913,36.4,(X),(X)
0500000US31019,"Buffalo County, Nebraska",19062,5.4,4.7,10.7,9.6,11.8,19.1,14.1,14.5,6.3,4.0,59431,77416,34.3,(X),(X)
0500000US31021,"Burt County, Nebraska",2856,4.4,5.8,10.8,10.3,14.8,19.6,13.7,13.9,3.1,3.5,54203,73339,31.2,(X),(X)
0500000US31023,"Butler County, Nebraska",3363,5.0,2.8,9.7,9.0,15.7,17.7,17.5,15.3,5.1,2.2,58979,71463,33.8,(X),(X)
0500000US31025,"Cass County, Nebraska",9945,3.5,2.8,7.9,6.1,12.7,19.2,14.9,20.9,7.2,4.8,71846,86686,32.9,(X),(X)
0500000US31027,"Cedar County, Nebraska",3506,2.7,4.2,9.9,9.0,15.0,21.2,17.0,13.5,4.3,3.3,61869,73576,38.4,(X),(X)
0500000US31029,"Chase County, Nebraska",1679,2.0,3.3,13.5,10.3,12.4,28.7,15.5,7.6,3.4,3.3,57009,68325,40.3,(X),(X)
0500000US31031,"Cherry County, Nebraska",2537,3.6,4.8,9.6,10.4,15.7,28.1,12.1,10.2,2.6,2.7,56651,67218,45.6,(X),(X)
0500000US31033,"Cheyenne County, Nebraska",4395,4.3,4.8,10.7,11.2,14.0,22.4,14.4,9.4,4.3,4.3,53871,67772,31.0,(X),(X)
0500000US31035,"Clay County, Nebraska",2539,4.2,4.7,11.3,9.8,13.9,21.7,15.6,12.9,3.5,2.5,57173,66606,37.8,(X),(X)
0500000US31037,"Colfax County, Nebraska",3731,3.8,3.4,10.2,15.8,9.9,18.3,19.6,12.1,2.8,4.2,58872,68620,44.9,(X),(X)
0500000US31039,"Cuming County, Nebraska",3727,4.3,3.5,9.2,10.1,18.1,20.1,13.3,14.2,4.5,2.7,56768,70360,37.0,(X),(X)
0500000US31041,"Custer County, Nebraska",4862,5.3,4.6,10.8,11.9,15.5,21.2,12.4,11.3,2.9,4.1,52184,75547,36.0,(X),(X)
0500000US31043,"Dakota County, Nebraska",7404,4.1,3.4,9.6,9.3,12.3,22.9,15.6,16.4,2.9,3.5,59231,71383,34.5,(X),(X)
0500000US31045,"Dawes County, Nebraska",3525,3.9,4.4,8.8,11.7,20.3,20.7,17.3,8.6,3.0,1.3,50750,61430,31.1,(X),(X)
0500000US31047,"Dawson County, Nebraska",8965,4.6,3.7,11.2,12.3,14.4,20.9,11.9,16.1,3.3,1.8,53721,68229,42.6,(X),(X)
0500000US31049,"Deuel County, Nebraska",830,4.1,3.4,12.8,11.6,22.0,22.2,11.2,9.4,1.6,1.8,47287,58781,34.8,(X),(X)
0500000US31051,"Dixon County, Nebraska",2352,4.8,6.1,9.2,12.4,11.9,19.2,18.2,12.1,3.3,2.9,56905,68200,29.3,(X),(X)
0500000US31053,"Dodge County, Nebraska",15261,5.4,4.9,9.3,11.5,15.7,19.2,16.4,12.0,3.4,2.2,54085,67590,38.8,(X),(X)
0500000US31055,"Douglas County, Nebraska",218061,5.8,3.7,8.1,8.3,12.7,17.9,13.7,15.9,6.7,7.1,64629,88827,30.8,(X),(X)
0500000US31057,"Dundy County, Nebraska",872,5.0,7.0,12.3,14.1,19.6,20.3,6.1,11.7,3.2,0.7,41716,54880,33.9,(X),(X)
0500000US31059,"Fillmore County, Nebraska",2510,5.3,4.8,9.8,9.8,12.2,18.8,15.5,17.2,2.8,3.6,60313,77326,34.1,(X),(X)
0500000US31061,"Franklin County, Nebraska",1377,6.0,5.0,10.5,12.7,16.8,24.2,8.9,10.5,2.8,2.4,49282,62541,42.4,(X),(X)
0500000US31063,"Frontier County, Nebraska",1135,6.1,5.0,9.9,11.3,13.7,21.9,15.1,12.2,3.0,2.0,54659,66014,49.7,(X),(X)
0500000US31065,"Furnas County, Nebraska",2128,8.0,4.8,11.2,12.5,15.6,17.9,13.1,12.1,2.2,2.5,48838,60469,43.6,(X),(X)
0500000US31067,"Gage County, Nebraska",8979,5.0,5.2,10.1,12.8,14.2,18.9,13.1,13.2,4.9,2.7,53110,67921,37.2,(X),(X)
0500000US31069,"Garden County, Nebraska",868,5.6,4.0,10.5,12.3,23.3,19.2,12.7,8.3,1.7,2.3,43750,70294,38.2,(X),(X)
0500000US31071,"Garfield County, Nebraska",884,6.0,6.2,8.7,6.9,17.4,31.7,7.5,7.1,3.7,4.8,53000,64137,43.0,(X),(X)
0500000US31073,"Gosper County, Nebraska",942,3.2,3.0,8.9,10.9,10.1,22.8,15.5,14.3,8.0,3.3,64053,82286,37.2,(X),(X)
0500000US31075,"Grant County, Nebraska",288,7.6,4.2,14.2,14.2,11.1,22.2,11.1,10.4,3.1,1.7,46500,59757,43.1,(X),(X)
0500000US31077,"Greeley County, Nebraska",1019,7.8,4.6,9.0,11.0,21.3,18.5,9.9,12.3,3.7,1.9,47869,61001,52.0,(X),(X)
0500000US31079,"Hall County, Nebraska",23096,5.5,4.5,10.0,8.9,15.3,19.2,15.3,13.2,4.9,3.4,57104,73971,39.4,(X),(X)
0500000US31081,"Hamilton County, Nebraska",3713,3.0,0.6,8.1,9.5,15.0,21.7,14.4,18.2,5.5,4.0,64210,78414,37.8,(X),(X)
0500000US31083,"Harlan County, Nebraska",1521,5.5,3.8,12.4,12.6,16.0,16.0,15.0,13.3,3.6,1.8,49835,65235,47.3,(X),(X)
0500000US31085,"Hayes County, Nebraska",403,6.5,6.5,7.7,13.4,12.4,25.6,12.4,6.5,3.0,6.2,51726,70359,35.7,(X),(X)
0500000US31087,"Hitchcock County, Nebraska",1243,7.6,3.5,11.7,10.5,16.7,21.7,15.0,7.2,2.0,4.0,49962,66763,38.9,(X),(X)
0500000US31089,"Holt County, Nebraska",4487,3.2,5.4,9.3,10.1,12.7,23.5,17.0,12.9,3.1,2.9,60387,73521,40.9,(X),(X)
0500000US31091,"Hooker County, Nebraska",318,0.9,8.8,7.2,17.0,23.3,24.8,8.8,4.7,0.9,3.5,41125,58286,34.6,(X),(X)
0500000US31093,"Howard County, Nebraska",2720,5.1,3.2,10.5,9.4,15.6,18.5,18.6,16.1,1.7,1.3,59348,65176,38.1,(X),(X)
0500000US31095,"Jefferson County, Nebraska",3302,7.4,7.3,13.7,10.0,16.7,23.2,9.3,8.3,1.8,2.3,44510,57938,39.3,(X),(X)
0500000US31097,"Johnson County, Nebraska",1809,4.6,4.0,12.2,11.8,15.6,18.7,12.1,15.1,3.0,2.8,54712,67668,33.8,(X),(X)
0500000US31099,"Kearney County, Nebraska",2666,2.2,4.5,5.8,14.1,16.8,17.8,15.6,16.7,3.9,2.6,60266,75055,40.3,(X),(X)
0500000US31101,"Keith County, Nebraska",3882,6.0,9.5,9.6,10.6,13.4,18.9,14.7,11.4,3.5,2.4,50735,63189,29.8,(X),(X)
0500000US31103,"Keya Paha County, Nebraska",304,5.9,1.6,9.5,9.2,19.1,24.7,10.5,11.5,3.3,4.6,56500,71348,28.9,(X),(X)
0500000US31105,"Kimball County, Nebraska",1577,5.3,4.9,11.2,10.2,15.9,21.9,16.6,10.4,1.4,2.2,53403,62866,37.0,(X),(X)
0500000US31107,"Knox County, Nebraska",3586,5.0,5.4,9.0,12.3,15.6,20.2,15.2,11.8,2.4,3.1,52332,66835,36.1,(X),(X)
0500000US31109,"Lancaster County, Nebraska",124324,5.4,3.7,8.8,9.9,13.6,19.0,13.1,15.7,5.8,5.0,60527,80125,30.8,(X),(X)
0500000US31111,"Lincoln County, Nebraska",14856,5.6,5.2,7.9,9.6,13.7,19.6,14.8,15.7,4.4,3.4,59795,74926,37.8,(X),(X)
0500000US31113,"Logan County, Nebraska",347,5.8,2.6,5.5,13.3,21.6,18.2,16.7,9.8,5.2,1.4,52708,63374,44.7,(X),(X)
0500000US31115,"Loup County, Nebraska",294,1.4,5.8,17.3,15.6,9.2,21.1,10.2,16.0,3.4,0.0,51000,59443,41.5,(X),(X)
0500000US31117,"McPherson County, Nebraska",191,4.7,9.4,15.2,6.3,19.9,17.3,15.2,6.3,1.0,4.7,48125,59324,43.5,(X),(X)
0500000US31119,"Madison County, Nebraska",14205,7.6,5.6,8.5,10.2,15.0,19.9,14.0,12.3,4.0,2.9,53188,68209,36.5,(X),(X)
0500000US31121,"Merrick County, Nebraska",3373,6.5,4.5,9.4,11.1,12.5,20.6,12.9,16.0,4.2,2.2,55649,67953,46.3,(X),(X)
0500000US31123,"Morrill County, Nebraska",1954,3.9,4.9,10.0,15.2,20.2,17.5,11.0,11.4,4.4,1.6,46194,63698,40.5,(X),(X)
0500000US31125,"Nance County, Nebraska",1546,5.3,6.8,12.0,8.9,17.8,18.7,13.1,8.9,6.0,2.6,49032,66210,31.0,(X),(X)
0500000US31127,"Nemaha County, Nebraska",2977,5.3,5.3,12.4,10.4,14.6,18.1,11.0,14.8,4.5,3.5,51828,68654,32.6,(X),(X)
0500000US31129,"Nuckolls County, Nebraska",1867,3.8,5.6,16.8,13.4,15.3,16.7,14.7,8.5,2.0,3.2,43388,66329,33.7,(X),(X)
0500000US31131,"Otoe County, Nebraska",6510,4.7,2.6,11.0,9.9,14.4,19.9,12.8,16.1,4.4,4.1,59167,75729,36.3,(X),(X)
0500000US31133,"Pawnee County, Nebraska",1222,3.4,10.1,14.5,11.6,14.1,18.3,12.4,10.6,2.9,2.2,46452,61371,36.2,(X),(X)
0500000US31135,"Perkins County, Nebraska",1228,4.3,5.0,8.1,9.2,11.7,21.6,13.1,19.3,2.9,4.8,65543,84188,32.0,(X),(X)
0500000US31137,"Phelps County, Nebraska",3905,5.0,5.3,7.3,7.9,15.1,21.5,15.9,14.3,4.6,3.3,59040,75991,36.4,(X),(X)
0500000US31139,"Pierce County, Nebraska",3022,5.2,4.6,7.0,11.9,11.7,19.7,16.3,15.7,4.0,3.9,64511,74485,31.2,(X),(X)
0500000US31141,"Platte County, Nebraska",12947,2.9,4.0,9.7,8.9,15.1,19.7,17.2,13.8,4.7,4.0,62305,76517,34.2,(X),(X)
0500000US31143,"Polk County, Nebraska",2052,3.9,2.7,7.4,9.5,10.9,23.4,18.9,16.6,4.5,2.2,67719,75104,38.1,(X),(X)
0500000US31145,"Red Willow County, Nebraska",4519,4.3,8.0,11.3,11.9,15.8,19.5,11.0,10.4,5.4,2.3,48808,63841,33.3,(X),(X)
0500000US31147,"Richardson County, Nebraska",3704,6.9,5.5,15.5,8.3,16.2,17.6,14.5,11.4,1.8,2.2,47917,61539,33.8,(X),(X)
0500000US31149,"Rock County, Nebraska",623,2.9,1.3,11.4,11.1,18.9,17.0,12.0,11.9,5.5,8.0,56250,80822,41.7,(X),(X)
0500000US31151,"Saline County, Nebraska",5157,8.4,2.7,9.8,11.7,16.1,20.8,13.0,11.7,3.2,2.7,51502,64190,38.5,(X),(X)
0500000US31153,"Sarpy County, Nebraska",66260,2.7,2.0,5.6,6.6,10.4,17.5,16.3,22.3,9.7,7.0,82032,97334,27.4,(X),(X)
0500000US31155,"Saunders County, Nebraska",8501,4.3,2.6,6.8,7.9,13.6,19.7,14.3,20.4,6.5,3.8,68682,83130,34.0,(X),(X)
0500000US31157,"Scotts Bluff County, Nebraska",14732,7.2,5.9,10.2,10.8,16.1,18.7,12.2,12.0,3.5,3.3,49745,66631,36.9,(X),(X)
0500000US31159,"Seward County, Nebraska",6600,3.3,2.4,7.4,10.2,10.8,19.8,17.5,18.6,5.2,5.0,70389,83079,34.7,(X),(X)
0500000US31161,"Sheridan County, Nebraska",2273,5.1,7.6,14.7,9.9,16.8,17.1,12.3,10.8,3.7,2.1,45371,66307,37.3,(X),(X)
0500000US31163,"Sherman County, Nebraska",1368,5.3,5.3,14.0,12.4,12.1,20.1,14.6,11.9,3.1,1.0,50781,62650,45.4,(X),(X)
0500000US31165,"Sioux County, Nebraska",544,1.5,6.1,14.2,10.8,19.1,16.9,10.1,14.7,4.8,1.8,48269,64729,33.1,(X),(X)
0500000US31167,"Stanton County, Nebraska",2418,3.7,1.9,5.7,11.9,14.1,20.8,20.3,15.3,4.6,1.6,63986,73368,42.4,(X),(X)
0500000US31169,"Thayer County, Nebraska",2244,4.8,3.3,11.3,11.2,17.1,20.4,14.2,10.9,3.1,3.7,51821,66304,40.5,(X),(X)
0500000US31171,"Thomas County, Nebraska",277,5.8,2.5,7.6,13.7,13.0,12.3,13.7,19.9,6.1,5.4,59432,82762,38.6,(X),(X)
0500000US31173,"Thurston County, Nebraska",2176,8.8,5.1,12.6,9.0,13.5,20.5,12.6,11.8,3.8,2.4,51034,64450,40.7,(X),(X)
0500000US31175,"Valley County, Nebraska",1865,3.3,6.2,14.2,8.3,15.5,17.9,17.2,11.3,2.7,3.5,55324,67955,41.7,(X),(X)
0500000US31177,"Washington County, Nebraska",8185,4.2,2.5,7.1,5.9,15.5,17.0,13.4,21.2,8.3,4.9,71430,86984,27.9,(X),(X)
0500000US31179,"Wayne County, Nebraska",3708,7.7,8.5,12.0,3.9,12.7,18.3,15.8,12.8,5.6,2.7,56456,69654,42.5,(X),(X)
0500000US31181,"Webster County, Nebraska",1507,5.6,5.3,13.7,10.2,17.2,16.1,12.7,11.7,3.8,3.6,46188,69851,36.2,(X),(X)
0500000US31183,"Wheeler County, Nebraska",346,6.6,3.5,5.5,11.3,19.1,30.6,9.8,6.9,3.8,2.9,51591,62582,35.8,(X),(X)
0500000US31185,"York County, Nebraska",5656,4.9,4.6,10.0,8.4,14.1,21.5,13.6,14.6,3.0,5.4,60298,79062,39.2,(X),(X)
0500000US32001,"Churchill County, Nevada",9940,5.7,4.3,7.8,12.2,14.9,17.6,15.0,14.3,4.7,3.6,57824,70161,29.0,(X),(X)
0500000US32003,"Clark County, Nevada",783524,6.5,3.7,8.8,9.7,13.9,18.6,13.5,14.5,5.7,5.3,59340,80762,37.9,(X),(X)
0500000US32005,"Douglas County, Nevada",20741,4.0,2.7,7.4,7.9,12.4,21.4,15.9,15.3,6.7,6.3,66810,89303,33.1,(X),(X)
0500000US32007,"Elko County, Nevada",18065,4.5,2.5,6.2,6.2,10.2,16.3,17.1,22.7,9.8,4.4,81232,90670,28.7,(X),(X)
0500000US32009,"Esmeralda County, Nevada",491,0.8,6.1,20.8,20.4,12.8,16.1,10.4,11.2,1.0,0.4,37375,50154,24.8,(X),(X)
0500000US32011,"Eureka County, Nevada",774,3.2,12.1,4.5,1.9,9.3,20.7,21.6,13.7,6.3,6.6,67105,82869,24.4,(X),(X)
0500000US32013,"Humboldt County, Nevada",6500,3.2,5.0,7.8,10.0,12.6,15.1,15.1,20.3,6.3,4.5,67756,84751,22.7,(X),(X)
0500000US32015,"Lander County, Nevada",2198,7.2,3.8,10.7,9.1,6.1,10.5,12.0,28.0,7.6,5.1,88030,84729,26.9,(X),(X)
0500000US32017,"Lincoln County, Nevada",2018,4.5,4.1,4.3,15.7,11.7,28.8,14.1,9.4,4.2,3.1,58462,66310,38.2,(X),(X)
0500000US32019,"Lyon County, Nevada",21189,4.5,5.2,9.2,8.7,15.2,21.1,14.7,15.1,3.5,2.8,56875,69580,33.4,(X),(X)
0500000US32021,"Mineral County, Nevada",2048,10.1,8.3,19.4,10.7,16.2,14.7,10.2,8.8,0.5,1.1,35806,47501,19.8,(X),(X)
0500000US32023,"Nye County, Nevada",19088,7.5,5.7,14.0,9.9,15.1,21.1,13.0,9.4,3.8,0.7,47300,57141,38.4,(X),(X)
0500000US32027,"Pershing County, Nevada",1948,10.1,4.9,8.8,7.1,18.5,21.6,12.7,10.7,2.9,2.7,50491,60380,25.0,(X),(X)
0500000US32029,"Storey County, Nevada",1627,0.0,4.2,5.2,6.8,17.3,25.6,9.9,17.1,8.9,5.0,66292,92393,37.9,(X),(X)
0500000US32031,"Washoe County, Nevada",182180,4.6,3.3,8.4,8.5,13.2,18.8,13.8,16.3,6.4,6.8,64791,89027,31.9,(X),(X)
0500000US32033,"White Pine County, Nevada",3516,6.4,4.7,9.8,8.1,12.3,21.8,15.0,13.9,5.6,2.3,60827,69285,30.9,(X),(X)
0500000US32510,"Carson City, Nevada",22755,4.6,6.0,9.3,10.2,13.9,19.9,14.0,13.6,4.3,4.2,55718,75267,34.5,(X),(X)
0500000US33001,"Belknap County, New Hampshire",25052,4.6,2.6,8.4,8.6,12.4,16.4,16.3,16.7,7.8,6.2,69447,89116,30.7,(X),(X)
0500000US33003,"Carroll County, New Hampshire",21456,4.2,4.4,8.3,11.1,10.8,20.3,15.4,14.6,5.5,5.3,63153,82289,28.7,(X),(X)
0500000US33005,"Cheshire County, New Hampshire",30141,3.7,3.8,10.0,8.7,12.5,19.3,14.3,16.5,5.4,5.8,64751,82516,31.5,(X),(X)
0500000US33007,"Coos County, New Hampshire",13768,5.1,6.7,12.3,11.4,17.4,19.4,10.5,11.4,3.4,2.4,47117,62537,37.9,(X),(X)
0500000US33009,"Grafton County, New Hampshire",34727,5.1,4.0,9.2,8.9,12.5,17.9,13.1,14.8,6.0,8.5,63389,91122,29.8,(X),(X)
0500000US33011,"Hillsborough County, New Hampshire",161086,3.5,2.8,6.3,7.3,9.8,16.1,13.8,19.9,10.3,10.2,81460,103090,29.7,(X),(X)
0500000US33013,"Merrimack County, New Hampshire",58452,3.7,3.3,6.7,7.9,10.6,17.3,15.4,18.6,8.5,7.9,75737,94698,31.6,(X),(X)
0500000US33015,"Rockingham County, New Hampshire",121045,2.7,2.0,5.3,5.3,8.7,16.2,12.7,21.6,11.9,13.6,93756,118066,30.7,(X),(X)
0500000US33017,"Strafford County, New Hampshire",48982,4.7,3.2,6.9,7.4,11.2,17.8,15.7,18.0,8.7,6.4,72960,91031,31.1,(X),(X)
0500000US33019,"Sullivan County, New Hampshire",17328,5.5,2.5,10.1,10.6,11.8,18.2,16.6,14.4,5.9,4.2,61312,78324,37.1,(X),(X)
0500000US34001,"Atlantic County, New Jersey",99850,5.7,4.5,9.7,8.8,12.7,16.4,11.9,16.3,7.4,6.8,62110,86110,39.1,(X),(X)
0500000US34003,"Bergen County, New Jersey",339856,3.9,2.5,5.7,5.5,8.0,12.5,11.5,18.7,12.2,19.6,101144,137866,41.0,(X),(X)
0500000US34005,"Burlington County, New Jersey",166391,2.9,1.9,5.9,5.8,9.7,16.4,14.3,19.6,11.2,12.2,87416,113226,33.3,(X),(X)
0500000US34007,"Camden County, New Jersey",187383,6.6,3.8,8.8,7.8,10.3,15.5,12.5,17.6,8.3,8.9,70451,94016,36.0,(X),(X)
0500000US34009,"Cape May County, New Jersey",40171,4.6,3.8,8.0,8.3,12.3,18.2,13.3,16.0,7.5,8.0,67074,93847,37.3,(X),(X)
0500000US34011,"Cumberland County, New Jersey",50729,8.6,5.0,10.9,9.3,12.0,18.2,12.2,15.5,4.8,3.5,54149,72860,38.2,(X),(X)
0500000US34013,"Essex County, New Jersey",285908,8.7,5.1,9.6,9.0,10.3,14.5,10.2,12.9,7.2,12.5,61510,103290,41.3,(X),(X)
0500000US34015,"Gloucester County, New Jersey",104908,3.3,2.4,6.9,6.4,9.5,14.6,13.9,20.8,11.4,10.9,87283,105950,35.0,(X),(X)
0500000US34017,"Hudson County, New Jersey",258591,7.1,4.5,7.9,7.4,10.2,15.0,11.3,15.4,8.8,12.4,71189,103912,38.9,(X),(X)
0500000US34019,"Hunterdon County, New Jersey",47175,2.6,1.2,3.9,5.5,5.8,12.3,11.1,20.2,13.7,23.7,115379,149456,28.6,(X),(X)
0500000US34021,"Mercer County, New Jersey",129936,6.0,3.4,7.2,6.7,8.9,14.4,12.1,16.7,9.6,14.9,81057,117651,37.8,(X),(X)
